order_id,order_date,ship_date,ship_mode,customer_id,segment,region,category,sub_category,sales,quantity,discount,profit
CMD-2024-12455,2024-07-31,2024-08-05,First Class,CUST-752,Home Office,Occitanie,Office Supplies,Storage,428.31,7,0.0,112.05
CMD-2024-12456,2025-11-23,2025-11-25,First Class,CUST-224,Consumer,Auvergne-Rhône-Alpes,Technology,Accessories,163.97,2,0.0,67.3
CMD-2024-12457,2024-12-03,2024-12-04,First Class,CUST-537,Home Office,Hauts-de-France,Furniture,Furnishings,395.38,4,0.0,146.4
CMD-2024-12458,2024-06-21,2024-06-23,Standard Class,CUST-663,Consumer,Auvergne-Rhône-Alpes,Technology,Copiers,129.6,5,0.3,-14.71
CMD-2024-12459,2025-11-02,2025-11-03,Standard Class,CUST-745,Consumer,Auvergne-Rhône-Alpes,Furniture,Bookcases,934.37,8,0.0,332.7
CMD-2024-12460,2024-06-12,2024-06-14,Second Class,CUST-764,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Envelopes,338.8,8,0.2,9.39
CMD-2024-12461,2025-04-09,2025-04-11,First Class,CUST-446,Corporate,Auvergne-Rhône-Alpes,Furniture,Chairs,758.58,7,0.0,209.96
CMD-2024-12462,2025-05-11,2025-05-14,Standard Class,CUST-797,Corporate,Nouvelle-Aquitaine,Technology,Machines,173.89,3,0.0,58.67
CMD-2024-12463,2025-11-30,2025-12-03,Same Day,CUST-282,Consumer,Auvergne-Rhône-Alpes,Technology,Accessories,156.21,4,0.0,64.33
CMD-2024-12464,2025-01-29,2025-02-02,First Class,CUST-450,Consumer,Île-de-France,Technology,Phones,324.84,8,0.0,93.17
CMD-2024-12465,2025-12-03,2025-12-05,First Class,CUST-614,Corporate,Auvergne-Rhône-Alpes,Furniture,Furnishings,481.99,5,0.1,145.82
CMD-2024-12466,2024-11-03,2024-11-04,Standard Class,CUST-477,Home Office,Hauts-de-France,Office Supplies,Envelopes,747.22,2,0.1,220.35
CMD-2024-12467,2024-07-01,2024-07-03,First Class,CUST-564,Home Office,Auvergne-Rhône-Alpes,Technology,Phones,101.32,6,0.0,27.8
CMD-2024-12468,2025-09-20,2025-09-25,Second Class,CUST-777,Corporate,Hauts-de-France,Office Supplies,Art,367.66,8,0.1,77.32
CMD-2024-12469,2025-05-24,2025-05-25,Second Class,CUST-439,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Storage,67.04,3,0.3,6.04
CMD-2024-12470,2025-12-08,2025-12-13,Standard Class,CUST-240,Corporate,Occitanie,Furniture,Bookcases,188.52,6,0.0,30.04
CMD-2024-12471,2025-06-29,2025-07-03,First Class,CUST-210,Consumer,Nouvelle-Aquitaine,Office Supplies,Binders,58.62,8,0.0,24.46
CMD-2024-12472,2025-07-17,2025-07-22,Second Class,CUST-360,Corporate,Hauts-de-France,Office Supplies,Paper,108.89,7,0.2,21.88
CMD-2024-12473,2025-09-15,2025-09-19,First Class,CUST-287,Corporate,Île-de-France,Technology,Copiers,604.35,1,0.0,135.87
CMD-2024-12474,2025-08-16,2025-08-20,Second Class,CUST-470,Corporate,Auvergne-Rhône-Alpes,Technology,Accessories,49.74,6,0.7,-9.23
CMD-2024-12475,2024-08-14,2024-08-18,Second Class,CUST-457,Corporate,Hauts-de-France,Technology,Machines,235.17,1,0.1,26.77
CMD-2024-12476,2025-03-11,2025-03-16,First Class,CUST-372,Home Office,Nouvelle-Aquitaine,Office Supplies,Envelopes,212.74,7,0.1,71.1
CMD-2024-12477,2025-02-25,2025-03-01,Standard Class,CUST-796,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Paper,43.31,8,0.0,10.71
CMD-2024-12478,2025-07-07,2025-07-11,Standard Class,CUST-703,Corporate,Nouvelle-Aquitaine,Office Supplies,Art,101.79,5,0.1,29.41
CMD-2024-12479,2024-01-21,2024-01-24,Standard Class,CUST-548,Consumer,Île-de-France,Technology,Copiers,197.11,4,0.0,56.55
CMD-2024-12480,2025-07-07,2025-07-09,First Class,CUST-516,Consumer,Hauts-de-France,Furniture,Furnishings,60.59,2,0.5,-4.79
CMD-2024-12481,2025-01-31,2025-02-04,First Class,CUST-487,Home Office,Île-de-France,Technology,Phones,369.76,5,0.1,39.47
CMD-2024-12482,2025-09-16,2025-09-17,First Class,CUST-437,Consumer,Nouvelle-Aquitaine,Technology,Machines,802.85,2,0.0,185.34
CMD-2024-12483,2024-04-14,2024-04-15,Standard Class,CUST-410,Consumer,Occitanie,Furniture,Chairs,68.19,6,0.1,6.13
CMD-2024-12484,2024-07-10,2024-07-13,First Class,CUST-428,Home Office,Occitanie,Office Supplies,Art,60.52,2,0.0,24.79
CMD-2024-12485,2024-01-17,2024-01-22,Standard Class,CUST-146,Corporate,Hauts-de-France,Office Supplies,Paper,148.51,6,0.0,35.48
CMD-2024-12486,2024-04-29,2024-05-04,Second Class,CUST-755,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Envelopes,318.03,2,0.1,85.34
CMD-2024-12487,2025-01-27,2025-02-01,Standard Class,CUST-248,Home Office,Île-de-France,Technology,Copiers,87.76,3,0.1,26.86
CMD-2024-12488,2025-02-28,2025-03-04,Standard Class,CUST-449,Corporate,Occitanie,Technology,Phones,19.42,5,0.1,6.42
CMD-2024-12489,2024-05-08,2024-05-13,Same Day,CUST-422,Corporate,Occitanie,Technology,Machines,186.42,8,0.0,33.91
CMD-2024-12490,2024-05-09,2024-05-14,Same Day,CUST-219,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Art,705.21,8,0.1,231.24
CMD-2024-12491,2025-07-25,2025-07-27,Standard Class,CUST-497,Home Office,Île-de-France,Office Supplies,Binders,124.21,3,0.0,25.98
CMD-2024-12492,2025-07-13,2025-07-17,Same Day,CUST-745,Home Office,Nouvelle-Aquitaine,Furniture,Tables,134.89,4,0.1,37.91
CMD-2024-12493,2024-01-29,2024-02-02,First Class,CUST-296,Consumer,Occitanie,Furniture,Chairs,778.53,8,0.1,216.94
CMD-2024-12494,2024-04-06,2024-04-07,Same Day,CUST-512,Home Office,Hauts-de-France,Technology,Accessories,275.95,4,0.2,-7.57
CMD-2024-12495,2024-01-10,2024-01-11,Same Day,CUST-538,Home Office,Hauts-de-France,Technology,Machines,294.4,1,0.3,-15.84
CMD-2024-12496,2024-08-29,2024-08-31,Same Day,CUST-136,Home Office,Nouvelle-Aquitaine,Furniture,Tables,196.97,8,0.3,5.43
CMD-2024-12497,2024-08-19,2024-08-22,Standard Class,CUST-286,Home Office,Auvergne-Rhône-Alpes,Technology,Accessories,823.14,1,0.7,-291.38
CMD-2024-12498,2024-10-10,2024-10-14,Second Class,CUST-519,Corporate,Auvergne-Rhône-Alpes,Furniture,Bookcases,271.86,8,0.7,-55.58
CMD-2024-12499,2025-12-15,2025-12-16,Second Class,CUST-559,Home Office,Occitanie,Office Supplies,Storage,510.9,8,0.2,39.81
CMD-2024-12500,2025-12-26,2025-12-31,Second Class,CUST-209,Home Office,Occitanie,Furniture,Chairs,279.42,1,0.5,-5.28
CMD-2024-12501,2024-07-18,2024-07-22,Second Class,CUST-286,Consumer,Occitanie,Technology,Phones,307.26,7,0.3,5.48
CMD-2024-12502,2024-03-19,2024-03-23,Second Class,CUST-570,Consumer,Nouvelle-Aquitaine,Technology,Accessories,90.48,4,0.2,23.46
CMD-2024-12503,2024-06-21,2024-06-25,Second Class,CUST-177,Corporate,Nouvelle-Aquitaine,Furniture,Furnishings,94.56,2,0.0,35.1
CMD-2024-12504,2025-04-11,2025-04-12,Standard Class,CUST-473,Home Office,Occitanie,Furniture,Bookcases,351.11,6,0.0,140.02
CMD-2024-12505,2025-08-03,2025-08-05,First Class,CUST-429,Home Office,Auvergne-Rhône-Alpes,Furniture,Chairs,92.44,7,0.3,-8.18
CMD-2024-12506,2025-02-19,2025-02-20,First Class,CUST-224,Home Office,Île-de-France,Furniture,Tables,197.01,2,0.1,46.46
CMD-2024-12507,2025-03-24,2025-03-29,Second Class,CUST-415,Consumer,Occitanie,Furniture,Furnishings,78.1,5,0.3,-6.03
CMD-2024-12508,2024-03-27,2024-04-01,Same Day,CUST-419,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Paper,388.6,4,0.0,92.99
CMD-2024-12509,2024-04-10,2024-04-13,Same Day,CUST-574,Consumer,Auvergne-Rhône-Alpes,Technology,Copiers,40.76,8,0.0,13.74
CMD-2024-12510,2024-01-08,2024-01-09,Standard Class,CUST-588,Home Office,Hauts-de-France,Office Supplies,Envelopes,404.12,8,0.2,75.92
CMD-2024-12511,2024-07-18,2024-07-19,Second Class,CUST-613,Consumer,Île-de-France,Technology,Phones,218.09,8,0.5,-62.86
CMD-2024-12512,2025-05-19,2025-05-22,Second Class,CUST-433,Home Office,Occitanie,Technology,Machines,60.52,6,0.0,18.72
CMD-2024-12513,2024-03-27,2024-03-30,Same Day,CUST-170,Home Office,Île-de-France,Furniture,Tables,186.81,6,0.3,9.26
CMD-2024-12514,2024-02-12,2024-02-16,Second Class,CUST-564,Home Office,Occitanie,Furniture,Furnishings,88.04,6,0.2,-0.56
CMD-2024-12515,2025-01-19,2025-01-23,Second Class,CUST-475,Corporate,Île-de-France,Office Supplies,Envelopes,100.97,1,0.0,30.31
CMD-2024-12516,2025-09-12,2025-09-17,Same Day,CUST-107,Consumer,Île-de-France,Office Supplies,Art,110.29,6,0.0,40.16
CMD-2024-12517,2025-03-10,2025-03-12,First Class,CUST-795,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Binders,29.39,6,0.0,4.88
CMD-2024-12518,2025-02-11,2025-02-16,First Class,CUST-263,Home Office,Île-de-France,Office Supplies,Paper,953.51,4,0.0,360.5
CMD-2024-12519,2025-04-27,2025-04-28,Standard Class,CUST-394,Corporate,Île-de-France,Furniture,Bookcases,22.05,2,0.1,5.14
CMD-2024-12520,2025-10-25,2025-10-27,Same Day,CUST-457,Corporate,Occitanie,Furniture,Bookcases,253.96,7,0.0,101.58
CMD-2024-12521,2024-01-17,2024-01-21,Standard Class,CUST-180,Home Office,Auvergne-Rhône-Alpes,Furniture,Bookcases,117.08,7,0.0,25.22
CMD-2024-12522,2025-10-06,2025-10-09,Second Class,CUST-374,Home Office,Île-de-France,Office Supplies,Envelopes,243.47,8,0.3,31.65
CMD-2024-12523,2024-05-27,2024-05-30,Same Day,CUST-716,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Envelopes,111.9,2,0.1,9.89
CMD-2024-12524,2024-10-03,2024-10-08,First Class,CUST-639,Home Office,Auvergne-Rhône-Alpes,Technology,Accessories,261.42,3,0.1,47.36
CMD-2024-12525,2024-08-19,2024-08-20,Second Class,CUST-146,Corporate,Nouvelle-Aquitaine,Office Supplies,Art,302.43,3,0.0,63.46
CMD-2024-12526,2024-12-31,2025-01-01,First Class,CUST-491,Consumer,Occitanie,Technology,Accessories,273.05,5,0.3,38.99
CMD-2024-12527,2024-08-15,2024-08-18,First Class,CUST-666,Corporate,Nouvelle-Aquitaine,Furniture,Bookcases,41.62,4,0.3,3.81
CMD-2024-12528,2025-10-12,2025-10-17,Standard Class,CUST-178,Corporate,Auvergne-Rhône-Alpes,Technology,Copiers,250.34,3,0.1,16.93
CMD-2024-12529,2025-03-11,2025-03-16,Same Day,CUST-612,Consumer,Île-de-France,Office Supplies,Art,87.27,3,0.5,-25.93
CMD-2024-12530,2025-02-02,2025-02-06,Same Day,CUST-779,Home Office,Occitanie,Office Supplies,Binders,21.43,4,0.3,-0.7
CMD-2024-12531,2024-07-29,2024-08-02,Same Day,CUST-122,Home Office,Hauts-de-France,Technology,Copiers,132.89,2,0.2,1.73
CMD-2024-12532,2025-01-25,2025-01-29,Standard Class,CUST-327,Consumer,Occitanie,Technology,Copiers,140.04,8,0.2,22.28
CMD-2024-12533,2025-05-13,2025-05-15,First Class,CUST-537,Corporate,Nouvelle-Aquitaine,Technology,Copiers,153.5,5,0.0,53.59
CMD-2024-12534,2025-06-23,2025-06-28,Standard Class,CUST-397,Home Office,Occitanie,Office Supplies,Storage,283.44,5,0.0,122.61
CMD-2024-12535,2025-07-16,2025-07-21,Same Day,CUST-359,Consumer,Île-de-France,Technology,Accessories,96.27,5,0.0,41.94
CMD-2024-12536,2025-05-05,2025-05-09,Second Class,CUST-775,Consumer,Occitanie,Technology,Accessories,98.32,3,0.0,34.18
CMD-2024-12537,2025-03-17,2025-03-20,Same Day,CUST-109,Consumer,Hauts-de-France,Technology,Machines,28.74,2,0.0,4.36
CMD-2024-12538,2024-09-17,2024-09-21,Same Day,CUST-727,Home Office,Nouvelle-Aquitaine,Furniture,Chairs,270.42,5,0.3,-3.33
CMD-2024-12539,2024-12-15,2024-12-17,First Class,CUST-257,Consumer,Nouvelle-Aquitaine,Technology,Machines,199.56,4,0.0,60.65
CMD-2024-12540,2024-12-17,2024-12-20,Same Day,CUST-257,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Storage,109.58,5,0.7,-36.19
CMD-2024-12541,2025-06-03,2025-06-08,Same Day,CUST-419,Corporate,Nouvelle-Aquitaine,Technology,Accessories,283.71,7,0.1,68.37
CMD-2024-12542,2024-11-15,2024-11-17,First Class,CUST-301,Consumer,Hauts-de-France,Office Supplies,Art,184.58,1,0.0,80.88
CMD-2024-12543,2024-05-17,2024-05-19,Same Day,CUST-220,Consumer,Hauts-de-France,Technology,Copiers,154.36,2,0.1,50.25
CMD-2024-12544,2025-07-03,2025-07-06,Same Day,CUST-238,Consumer,Nouvelle-Aquitaine,Furniture,Tables,172.53,1,0.0,31.52
CMD-2024-12545,2025-09-14,2025-09-18,First Class,CUST-773,Corporate,Occitanie,Technology,Phones,237.54,2,0.7,-95.06
CMD-2024-12546,2025-01-02,2025-01-06,Second Class,CUST-666,Home Office,Hauts-de-France,Office Supplies,Art,252.34,6,0.3,32.79
CMD-2024-12547,2024-08-07,2024-08-08,First Class,CUST-438,Corporate,Nouvelle-Aquitaine,Office Supplies,Art,90.03,4,0.0,35.77
CMD-2024-12548,2024-12-02,2024-12-05,Same Day,CUST-359,Consumer,Nouvelle-Aquitaine,Office Supplies,Art,48.37,6,0.5,-10.52
CMD-2024-12549,2024-08-10,2024-08-14,Standard Class,CUST-532,Home Office,Occitanie,Furniture,Chairs,52.48,3,0.2,9.93
CMD-2024-12550,2025-10-09,2025-10-11,Second Class,CUST-143,Home Office,Nouvelle-Aquitaine,Furniture,Bookcases,239.39,3,0.0,84.17
CMD-2024-12551,2024-12-25,2024-12-29,First Class,CUST-258,Consumer,Île-de-France,Office Supplies,Art,468.77,6,0.2,52.53
CMD-2024-12552,2024-11-24,2024-11-28,Second Class,CUST-454,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Storage,130.89,2,0.1,15.76
CMD-2024-12553,2025-04-07,2025-04-09,Second Class,CUST-197,Corporate,Hauts-de-France,Technology,Copiers,55.87,5,0.0,23.28
CMD-2024-12554,2025-07-14,2025-07-17,Standard Class,CUST-637,Corporate,Occitanie,Office Supplies,Binders,325.87,1,0.2,56.49
CMD-2024-12555,2025-01-16,2025-01-17,Standard Class,CUST-708,Corporate,Occitanie,Furniture,Bookcases,408.08,4,0.0,81.9
CMD-2024-12556,2025-08-12,2025-08-16,Standard Class,CUST-338,Consumer,Auvergne-Rhône-Alpes,Technology,Phones,482.53,5,0.1,130.98
CMD-2024-12557,2025-09-08,2025-09-12,Same Day,CUST-574,Home Office,Île-de-France,Technology,Phones,220.37,3,0.0,82.07
CMD-2024-12558,2024-06-17,2024-06-21,First Class,CUST-623,Corporate,Auvergne-Rhône-Alpes,Technology,Phones,448.69,5,0.5,-15.23
CMD-2024-12559,2024-08-04,2024-08-07,Same Day,CUST-656,Consumer,Nouvelle-Aquitaine,Furniture,Furnishings,18.42,8,0.2,0.68
CMD-2024-12560,2025-01-12,2025-01-14,First Class,CUST-491,Home Office,Occitanie,Technology,Phones,39.96,8,0.0,17.85
CMD-2024-12561,2024-04-28,2024-04-30,Same Day,CUST-108,Consumer,Nouvelle-Aquitaine,Technology,Accessories,36.37,6,0.0,7.13
CMD-2024-12562,2024-07-08,2024-07-10,Same Day,CUST-612,Consumer,Occitanie,Technology,Machines,289.32,8,0.0,95.54
CMD-2024-12563,2025-01-04,2025-01-06,Standard Class,CUST-488,Consumer,Occitanie,Furniture,Bookcases,30.87,6,0.2,5.16
CMD-2024-12564,2024-05-28,2024-05-30,Same Day,CUST-309,Corporate,Nouvelle-Aquitaine,Office Supplies,Binders,165.9,7,0.0,45.74
CMD-2024-12565,2025-11-06,2025-11-08,Standard Class,CUST-153,Consumer,Auvergne-Rhône-Alpes,Technology,Machines,155.8,7,0.3,3.51
CMD-2024-12566,2025-10-13,2025-10-17,First Class,CUST-715,Consumer,Hauts-de-France,Technology,Phones,96.86,1,0.5,-3.17
CMD-2024-12567,2025-05-02,2025-05-06,Standard Class,CUST-251,Consumer,Hauts-de-France,Technology,Copiers,464.54,8,0.2,75.99
CMD-2024-12568,2025-01-08,2025-01-10,Second Class,CUST-509,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Storage,56.11,3,0.0,16.78
CMD-2024-12569,2025-11-23,2025-11-25,Second Class,CUST-109,Consumer,Île-de-France,Furniture,Tables,110.61,2,0.0,20.85
CMD-2024-12570,2024-06-08,2024-06-11,Same Day,CUST-651,Consumer,Auvergne-Rhône-Alpes,Furniture,Tables,342.36,8,0.1,21.3
CMD-2024-12571,2024-12-16,2024-12-19,Second Class,CUST-655,Corporate,Auvergne-Rhône-Alpes,Technology,Machines,21.8,4,0.1,2.13
CMD-2024-12572,2024-10-14,2024-10-19,First Class,CUST-367,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Art,260.88,6,0.2,67.01
CMD-2024-12573,2024-10-14,2024-10-18,Same Day,CUST-766,Home Office,Hauts-de-France,Furniture,Bookcases,387.9,8,0.1,112.19
CMD-2024-12574,2024-08-13,2024-08-15,Standard Class,CUST-550,Consumer,Occitanie,Technology,Phones,607.28,4,0.0,267.29
CMD-2024-12575,2025-06-06,2025-06-10,Same Day,CUST-693,Consumer,Île-de-France,Technology,Copiers,474.77,3,0.3,-51.89
CMD-2024-12576,2025-06-05,2025-06-10,Same Day,CUST-296,Corporate,Île-de-France,Furniture,Bookcases,99.65,2,0.0,35.28
CMD-2024-12577,2024-09-29,2024-10-02,Second Class,CUST-497,Corporate,Île-de-France,Office Supplies,Binders,209.21,7,0.1,15.33
CMD-2024-12578,2025-02-05,2025-02-10,Same Day,CUST-151,Corporate,Nouvelle-Aquitaine,Office Supplies,Storage,32.7,6,0.2,6.69
CMD-2024-12579,2024-07-01,2024-07-02,First Class,CUST-568,Corporate,Auvergne-Rhône-Alpes,Furniture,Tables,80.61,1,0.0,21.3
CMD-2024-12580,2025-10-26,2025-10-29,Same Day,CUST-467,Home Office,Occitanie,Office Supplies,Storage,36.77,4,0.2,-0.05
CMD-2024-12581,2025-05-02,2025-05-06,Standard Class,CUST-473,Consumer,Occitanie,Technology,Phones,98.29,8,0.3,4.96
CMD-2024-12582,2024-05-03,2024-05-06,Standard Class,CUST-158,Consumer,Nouvelle-Aquitaine,Furniture,Bookcases,472.81,3,0.2,25.55
CMD-2024-12583,2025-09-17,2025-09-22,Second Class,CUST-393,Home Office,Hauts-de-France,Office Supplies,Paper,108.82,4,0.0,37.86
CMD-2024-12584,2025-02-17,2025-02-19,Same Day,CUST-209,Corporate,Nouvelle-Aquitaine,Technology,Phones,196.57,8,0.0,68.3
CMD-2024-12585,2025-12-25,2025-12-30,Standard Class,CUST-641,Consumer,Nouvelle-Aquitaine,Office Supplies,Binders,139.97,7,0.0,50.6
CMD-2024-12586,2024-06-20,2024-06-25,Same Day,CUST-206,Home Office,Auvergne-Rhône-Alpes,Technology,Copiers,150.12,7,0.0,67.21
CMD-2024-12587,2024-10-14,2024-10-16,Same Day,CUST-396,Consumer,Hauts-de-France,Technology,Phones,783.33,2,0.5,-144.13
CMD-2024-12588,2025-03-10,2025-03-14,Standard Class,CUST-194,Home Office,Nouvelle-Aquitaine,Furniture,Tables,92.26,1,0.2,10.11
CMD-2024-12589,2025-11-16,2025-11-20,Same Day,CUST-783,Home Office,Occitanie,Furniture,Furnishings,232.15,7,0.0,90.86
CMD-2024-12590,2024-04-22,2024-04-25,Second Class,CUST-571,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Paper,134.86,2,0.5,-17.06
CMD-2024-12591,2024-05-01,2024-05-06,Second Class,CUST-178,Corporate,Hauts-de-France,Technology,Machines,28.88,7,0.2,-0.54
CMD-2024-12592,2025-06-27,2025-06-30,Standard Class,CUST-349,Corporate,Occitanie,Office Supplies,Envelopes,162.85,6,0.0,65.62
CMD-2024-12593,2024-08-09,2024-08-11,First Class,CUST-438,Home Office,Île-de-France,Furniture,Furnishings,384.27,5,0.0,63.58
CMD-2024-12594,2025-09-22,2025-09-23,First Class,CUST-156,Corporate,Auvergne-Rhône-Alpes,Furniture,Furnishings,37.87,2,0.0,7.62
CMD-2024-12595,2024-02-08,2024-02-12,Same Day,CUST-246,Consumer,Occitanie,Office Supplies,Paper,30.87,2,0.7,-13.87
CMD-2024-12596,2025-05-11,2025-05-13,Second Class,CUST-116,Home Office,Nouvelle-Aquitaine,Office Supplies,Binders,51.7,4,0.1,4.31
CMD-2024-12597,2024-08-20,2024-08-24,Standard Class,CUST-467,Consumer,Nouvelle-Aquitaine,Technology,Phones,333.04,7,0.3,-37.4
CMD-2024-12598,2025-06-13,2025-06-16,Second Class,CUST-288,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Paper,298.21,2,0.0,49.65
CMD-2024-12599,2024-05-28,2024-05-29,First Class,CUST-743,Corporate,Hauts-de-France,Technology,Copiers,198.14,3,0.3,2.52
CMD-2024-12600,2025-01-31,2025-02-05,First Class,CUST-347,Consumer,Nouvelle-Aquitaine,Technology,Copiers,153.94,6,0.0,34.77
CMD-2024-12601,2025-10-22,2025-10-26,Same Day,CUST-249,Home Office,Occitanie,Furniture,Chairs,497.28,4,0.7,-219.82
CMD-2024-12602,2025-09-29,2025-10-04,Standard Class,CUST-312,Home Office,Île-de-France,Office Supplies,Binders,335.19,4,0.5,-34.32
CMD-2024-12603,2024-10-28,2024-10-31,Same Day,CUST-316,Consumer,Hauts-de-France,Technology,Accessories,382.62,5,0.0,83.35
CMD-2024-12604,2024-12-25,2024-12-29,Second Class,CUST-105,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Storage,384.17,6,0.2,-9.34
CMD-2024-12605,2024-08-25,2024-08-28,Second Class,CUST-769,Home Office,Nouvelle-Aquitaine,Technology,Machines,241.43,8,0.2,23.06
CMD-2024-12606,2025-10-08,2025-10-13,First Class,CUST-686,Corporate,Hauts-de-France,Office Supplies,Binders,149.75,3,0.5,-30.98
CMD-2024-12607,2025-10-24,2025-10-27,Same Day,CUST-494,Corporate,Île-de-France,Furniture,Furnishings,455.02,6,0.0,111.74
CMD-2024-12608,2024-08-23,2024-08-26,Second Class,CUST-403,Corporate,Hauts-de-France,Office Supplies,Storage,587.83,2,0.1,113.79
CMD-2024-12609,2024-07-21,2024-07-24,Second Class,CUST-657,Consumer,Hauts-de-France,Technology,Copiers,20.3,5,0.3,1.64
CMD-2024-12610,2024-09-12,2024-09-14,Second Class,CUST-510,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Art,26.64,3,0.2,4.13
CMD-2024-12611,2025-08-20,2025-08-22,Standard Class,CUST-502,Home Office,Île-de-France,Office Supplies,Storage,716.35,5,0.0,308.87
CMD-2024-12612,2025-10-23,2025-10-27,First Class,CUST-479,Home Office,Île-de-France,Office Supplies,Art,86.41,6,0.3,3.05
CMD-2024-12613,2024-08-22,2024-08-25,Same Day,CUST-551,Home Office,Hauts-de-France,Furniture,Furnishings,469.63,1,0.0,137.02
CMD-2024-12614,2024-12-10,2024-12-13,Second Class,CUST-328,Home Office,Nouvelle-Aquitaine,Office Supplies,Art,123.31,6,0.2,4.2
CMD-2024-12615,2025-06-17,2025-06-20,Standard Class,CUST-793,Corporate,Hauts-de-France,Technology,Phones,42.9,2,0.0,16.16
CMD-2024-12616,2025-04-10,2025-04-12,Second Class,CUST-604,Consumer,Occitanie,Office Supplies,Art,33.45,5,0.0,6.43
CMD-2024-12617,2025-06-24,2025-06-29,Second Class,CUST-694,Consumer,Nouvelle-Aquitaine,Office Supplies,Binders,52.45,1,0.1,10.87
CMD-2024-12618,2024-07-31,2024-08-03,First Class,CUST-244,Corporate,Auvergne-Rhône-Alpes,Technology,Phones,78.26,2,0.0,21.63
CMD-2024-12619,2025-04-07,2025-04-08,Standard Class,CUST-149,Home Office,Île-de-France,Furniture,Tables,162.5,5,0.1,41.84
CMD-2024-12620,2025-03-11,2025-03-15,Second Class,CUST-523,Home Office,Nouvelle-Aquitaine,Technology,Machines,280.98,5,0.1,94.21
CMD-2024-12621,2024-10-09,2024-10-11,First Class,CUST-199,Consumer,Auvergne-Rhône-Alpes,Furniture,Bookcases,960.47,6,0.0,416.82
CMD-2024-12622,2025-07-15,2025-07-20,Standard Class,CUST-442,Home Office,Hauts-de-France,Furniture,Chairs,143.15,7,0.0,28.68
CMD-2024-12623,2025-08-29,2025-08-30,Second Class,CUST-750,Consumer,Auvergne-Rhône-Alpes,Technology,Machines,175.64,5,0.2,8.53
CMD-2024-12624,2025-04-07,2025-04-10,Same Day,CUST-625,Corporate,Occitanie,Furniture,Chairs,177.31,5,0.0,69.77
CMD-2024-12625,2025-02-10,2025-02-12,First Class,CUST-112,Consumer,Auvergne-Rhône-Alpes,Technology,Phones,185.57,4,0.1,39.99
CMD-2024-12626,2024-03-28,2024-03-31,Second Class,CUST-271,Corporate,Nouvelle-Aquitaine,Furniture,Furnishings,175.44,7,0.1,34.37
CMD-2024-12627,2024-02-13,2024-02-17,Second Class,CUST-588,Home Office,Île-de-France,Technology,Accessories,16.94,5,0.5,-1.47
CMD-2024-12628,2025-04-05,2025-04-07,Standard Class,CUST-458,Consumer,Nouvelle-Aquitaine,Office Supplies,Art,15.38,6,0.2,2.32
CMD-2024-12629,2024-10-04,2024-10-05,Same Day,CUST-205,Home Office,Nouvelle-Aquitaine,Technology,Accessories,37.61,4,0.0,16.59
CMD-2024-12630,2025-11-13,2025-11-18,First Class,CUST-288,Home Office,Île-de-France,Office Supplies,Paper,38.56,4,0.3,2.13
CMD-2024-12631,2025-02-24,2025-03-01,Standard Class,CUST-628,Home Office,Occitanie,Furniture,Furnishings,283.49,8,0.7,-96.45
CMD-2024-12632,2025-12-01,2025-12-05,Second Class,CUST-149,Consumer,Nouvelle-Aquitaine,Technology,Phones,65.45,1,0.1,14.59
CMD-2024-12633,2024-12-18,2024-12-23,First Class,CUST-348,Home Office,Île-de-France,Office Supplies,Art,510.24,2,0.5,-29.31
CMD-2024-12634,2025-11-26,2025-12-01,Second Class,CUST-509,Consumer,Île-de-France,Furniture,Furnishings,595.7,4,0.1,145.23
CMD-2024-12635,2025-05-29,2025-06-02,Second Class,CUST-490,Home Office,Nouvelle-Aquitaine,Furniture,Chairs,834.56,3,0.1,212.07
CMD-2024-12636,2025-12-03,2025-12-04,Same Day,CUST-478,Corporate,Île-de-France,Technology,Accessories,630.61,4,0.0,278.37
CMD-2024-12637,2025-09-21,2025-09-23,Second Class,CUST-326,Consumer,Hauts-de-France,Furniture,Bookcases,84.81,8,0.2,13.19
CMD-2024-12638,2024-01-19,2024-01-21,First Class,CUST-690,Corporate,Nouvelle-Aquitaine,Technology,Copiers,171.84,3,0.0,45.38
CMD-2024-12639,2024-01-23,2024-01-27,Second Class,CUST-312,Corporate,Occitanie,Technology,Phones,57.44,8,0.0,20.53
CMD-2024-12640,2025-02-16,2025-02-19,First Class,CUST-628,Consumer,Hauts-de-France,Furniture,Tables,376.02,8,0.0,130.79
